OBSERVATION DATE,OBSERVER ID
1/1/2015,obsr229666
1/1/2015,obsr284086
1/1/2015,obsr546306
1/1/2015,obsr650139
1/1/2015,obsr461235
1/1/2015,obsr201995
1/1/2015,obsr639469
1/1/2015,obsr650876
1/1/2015,obsr298866
1/1/2015,obsr148216
1/1/2015,obsr2045
1/1/2015,obsr330808
1/1/2015,obsr190748
1/1/2015,obsr616126
1/1/2015,obsr465146
1/1/2015,obsr114998
1/1/2015,obsr28990
1/1/2015,obsr106010
1/1/2015,obsr437717
1/1/2015,obsr183681
1/1/2015,obsr170632
1/1/2015,obsr192328
1/1/2015,obsr294818
1/1/2015,obsr310656
1/1/2015,obsr423120
1/1/2015,obsr395263
1/1/2015,obsr308037
1/1/2015,obsr379806
1/1/2015,obsr367745
1/1/2015,obsr208794
1/1/2015,obsr353097
1/1/2015,obsr265999
1/1/2015,obsr30455
1/1/2015,obsr324086
1/1/2015,obsr430739
1/1/2015,obsr148762
1/1/2015,obsr121989
1/1/2015,obsr42601
1/1/2015,obsr536138
1/1/2015,obsr217397
1/1/2015,obsr39829
1/1/2015,obsr300729
1/1/2015,obsr41487
1/1/2015,obsr105723
1/1/2015,obsr86405
1/1/2015,obsr353140
1/1/2015,obsr446407
1/1/2015,obsr145570
1/1/2015,obsr612377
1/1/2015,obsr333760
1/1/2015,obsr32831
1/1/2015,obsr550548
1/1/2015,obsr348265
1/1/2015,obsr195365
1/1/2015,obsr252215
1/1/2015,obsr39398
1/1/2015,obsr440272
1/1/2015,obsr607487
1/1/2015,obsr613496
1/1/2015,obsr434338
1/1/2015,obsr7870
1/1/2015,obsr446549
1/1/2015,obsr559985
1/1/2015,obsr542734
1/1/2015,obsr391860
1/1/2015,obsr121444
1/1/2015,obsr39212
1/1/2015,obsr22279
1/1/2015,obsr248095
1/1/2015,obsr138745
1/1/2015,obsr546162
1/1/2015,obsr495167
1/1/2015,obsr627122
1/1/2015,obsr22956
1/1/2015,obsr370697
1/1/2015,obsr88405
1/1/2015,obsr12482
1/1/2015,obsr500241
1/1/2015,obsr111080
1/1/2015,obsr162003
1/1/2015,obsr587221
1/1/2015,obsr22422
1/1/2015,obsr345517
1/1/2015,obsr657048
1/1/2015,obsr141938
1/1/2015,obsr567517
1/1/2015,obsr251560
1/1/2015,obsr35186
1/1/2015,obsr521246
1/1/2015,obsr554697
1/1/2015,obsr104914
1/1/2015,obsr212158
1/1/2015,obsr572597
1/1/2015,obsr670713
1/1/2015,obsr287978
1/1/2015,obsr588622
1/1/2015,obsr543209
1/1/2015,obsr13613
1/1/2015,obsr661650
1/1/2015,obsr29183
1/1/2015,obsr279344
1/1/2015,obsr402480
1/1/2015,obsr649550
1/1/2015,obsr587143
1/1/2015,obsr553898
1/1/2015,obsr172807
1/1/2015,obsr629592
1/1/2015,obsr357873
1/1/2015,obsr201461
1/1/2015,obsr307351
1/1/2015,obsr620596
1/1/2015,obsr530946
1/1/2015,obsr573556
1/1/2015,obsr284469
1/1/2015,obsr591743
1/1/2015,obsr321577
1/1/2015,obsr91755
1/1/2015,obsr629293
1/1/2015,obsr175594
1/1/2015,obsr116821
1/1/2015,obsr510806
1/1/2015,obsr291429
1/1/2015,obsr757377
1/1/2015,obsr321802
1/1/2015,obsr2537
1/1/2015,obsr143917
1/1/2015,obsr616521
1/1/2015,obsr526384
1/1/2015,obsr403437
1/1/2015,obsr271742
1/1/2015,obsr40764
1/1/2015,obsr91247
1/1/2015,obsr103363
1/1/2015,obsr172262
1/1/2015,obsr523239
1/1/2015,obsr404240
1/1/2015,obsr581606
1/1/2015,obsr665712
1/1/2015,obsr538193
1/1/2015,obsr563481
1/1/2015,obsr373365
1/1/2015,obsr560780
1/1/2015,obsr482359
1/1/2015,obsr175633
1/1/2015,obsr48996
1/1/2015,obsr209857
1/1/2015,obsr90091
1/1/2015,obsr321172
1/1/2015,obsr559838
1/1/2015,obsr446555
1/1/2015,obsr590394
1/1/2015,obsr550668
1/1/2015,obsr435822
1/1/2015,obsr563107
1/1/2015,obsr550201
1/1/2015,obsr154922
1/1/2015,obsr143147
1/1/2015,obsr351839
1/1/2015,obsr351531
1/1/2015,obsr577930
1/1/2015,obsr580783
1/1/2015,obsr156744
1/1/2015,obsr240700
1/1/2015,obsr500018
1/1/2015,obsr556498
1/1/2015,obsr332510
1/1/2015,obsr185109
1/1/2015,obsr21854
1/1/2015,obsr107039
1/1/2015,obsr400481
1/1/2015,obsr444779
1/1/2015,obsr617307
1/1/2015,obsr451127
1/1/2015,obsr445768
1/1/2015,obsr224948
1/1/2015,obsr474042
1/1/2015,obsr925804
1/1/2015,obsr214915
1/1/2015,obsr620714
1/1/2015,obsr545219
1/1/2015,obsr195073
1/1/2015,obsr199574
1/1/2015,obsr271367
1/1/2015,obsr385919
1/1/2015,obsr176355
1/1/2015,obsr646826
1/1/2015,obsr30907
1/1/2015,obsr545345
1/1/2015,obsr461960
1/1/2015,obsr140631
1/1/2015,obsr165045
1/1/2015,obsr412347
1/1/2015,obsr279551
1/1/2015,obsr143887
1/1/2015,obsr524423
1/1/2015,obsr285469
1/1/2015,obsr565803
1/1/2015,obsr209698
1/1/2015,obsr497290
1/1/2015,obsr365727
1/1/2015,obsr342014
1/1/2015,obsr437307
1/1/2015,obsr610287
1/1/2015,obsr414963
1/1/2015,obsr1077291
1/1/2015,obsr189448
1/1/2015,obsr612657
1/1/2015,obsr639308
1/1/2015,obsr547475
1/1/2015,obsr537789
1/1/2015,obsr271765
1/1/2015,obsr541015
1/1/2015,obsr237373
1/1/2015,obsr191211
1/1/2015,obsr639817
1/1/2015,obsr334098
1/1/2015,obsr375291
1/1/2015,obsr555772
1/1/2015,obsr258909
1/1/2015,obsr595760
1/1/2015,obsr648784
1/1/2015,obsr441108
1/1/2015,obsr531657
1/1/2015,obsr237706
1/1/2015,obsr46566
1/1/2015,obsr48335
1/1/2015,obsr410228
1/1/2015,obsr319503
1/1/2015,obsr346097
1/1/2015,obsr431094
1/1/2015,obsr186661
1/1/2015,obsr318670
1/1/2015,obsr560860
1/1/2015,obsr261438
1/1/2015,obsr453598
1/1/2015,obsr121872
1/1/2015,obsr454624
1/1/2015,obsr486322
1/1/2015,obsr776457
1/1/2015,obsr550050
1/1/2015,obsr396288
1/1/2015,obsr565537
1/1/2015,obsr560891
1/1/2015,obsr514319
1/1/2015,obsr395291
1/1/2015,obsr236484
1/1/2015,obsr563140
1/1/2015,obsr360927
1/1/2015,obsr351317
1/1/2015,obsr302324
1/1/2015,obsr166401
1/1/2015,obsr366245
1/1/2015,obsr357160
1/1/2015,obsr613356
1/1/2015,obsr282997
1/1/2015,obsr414631
1/1/2015,obsr259419
1/1/2015,obsr25261
1/1/2015,obsr354410
1/1/2015,obsr189830
1/1/2015,obsr187569
1/1/2015,obsr192690
1/1/2015,obsr472102
1/1/2015,obsr562116
1/1/2015,obsr532259
1/1/2015,obsr375812
1/1/2015,obsr283192
1/1/2015,obsr563761
1/1/2015,obsr97519
1/1/2015,obsr294347
1/1/2015,obsr25640
1/1/2015,obsr340171
1/1/2015,obsr606107
1/1/2015,obsr92748
1/1/2015,obsr114511
1/1/2015,obsr290792
1/1/2015,obsr315244
1/1/2015,obsr548909
1/1/2015,obsr413937
1/1/2015,obsr586346
1/1/2015,obsr626607
1/1/2015,obsr579216
1/1/2015,obsr648626
1/1/2015,obsr470525
1/1/2015,obsr471591
1/1/2015,obsr604711
1/1/2015,obsr150133
1/1/2015,obsr499006
1/1/2015,obsr350741
1/1/2015,obsr138721
1/1/2015,obsr641370
1/1/2015,obsr187721
1/1/2015,obsr438194
1/1/2015,obsr15309
1/1/2015,obsr585559
1/1/2015,obsr389006
1/1/2015,obsr273025
1/1/2015,obsr314472
1/1/2015,obsr39382
1/1/2015,obsr429067
1/1/2015,obsr589699
1/1/2015,obsr181634
1/1/2015,obsr182219
1/1/2015,obsr97148
1/1/2015,obsr331185
1/1/2015,obsr302025
1/1/2015,obsr22548
1/1/2015,obsr90360
1/1/2015,obsr422420
1/1/2015,obsr547831
1/1/2015,obsr600765
1/1/2015,obsr561447
1/1/2015,obsr629829
1/1/2015,obsr659923
1/1/2015,obsr627126
1/1/2015,obsr304585
1/1/2015,obsr199879
1/1/2015,obsr504774
1/1/2015,obsr171231
1/1/2015,obsr294065
1/1/2015,obsr316815
1/1/2015,obsr121378
1/1/2015,obsr566587
1/1/2015,obsr185053
1/1/2015,obsr338378
1/1/2015,obsr550429
1/1/2015,obsr104651
1/1/2015,obsr402317
1/1/2015,obsr1544708
1/1/2015,obsr232749
1/1/2015,obsr160930
1/1/2015,obsr457782
1/1/2015,obsr508791
1/1/2015,obsr372807
1/1/2015,obsr362805
1/1/2015,obsr209805
1/1/2015,obsr157961
1/1/2015,obsr250956
1/1/2015,obsr658094
1/1/2015,obsr174683
1/1/2015,obsr353125
1/1/2015,obsr353219
1/1/2015,obsr40021
1/1/2015,obsr363167
1/1/2015,obsr2437
1/1/2015,obsr540756
1/1/2015,obsr134087
1/1/2015,obsr88692
1/1/2015,obsr176659
1/1/2015,obsr532127
1/1/2015,obsr209896
1/1/2015,obsr48290
1/1/2015,obsr427703
1/1/2015,obsr40616
1/1/2015,obsr605174
1/1/2015,obsr527173
1/1/2015,obsr326181
1/1/2015,obsr236396
1/1/2015,obsr442460
1/1/2015,obsr203530
1/1/2015,obsr438451
1/1/2015,obsr52522
1/1/2015,obsr96691
1/1/2015,obsr523115
1/1/2015,obsr238315
1/1/2015,obsr606646
1/1/2015,obsr604085
1/1/2015,obsr275540
1/1/2015,obsr291784
1/1/2015,obsr620252
1/1/2015,obsr515794
1/1/2015,obsr365506
1/1/2015,obsr433507
1/1/2015,obsr237321
1/1/2015,obsr544646
1/1/2015,obsr456149
1/1/2015,obsr425332
1/1/2015,obsr439304
1/1/2015,obsr383347
1/1/2015,obsr228248
1/1/2015,obsr33813
1/1/2015,obsr319996
1/1/2015,obsr462337
1/1/2015,obsr821145
1/1/2015,obsr97624
1/1/2015,obsr148027
1/1/2015,obsr439876
1/1/2015,obsr573667
1/1/2015,obsr265756
1/1/2015,obsr336149
1/1/2015,obsr121611
1/1/2015,obsr597296
1/1/2015,obsr295684
1/1/2015,obsr171350
1/1/2015,obsr515009
1/1/2015,obsr502435
1/1/2015,obsr545996
1/1/2015,obsr317676
1/1/2015,obsr141449
1/1/2015,obsr296232
1/1/2015,obsr649772
1/1/2015,obsr597656
1/1/2015,obsr337150
1/1/2015,obsr426052
1/1/2015,obsr410726
1/1/2015,obsr61305
1/1/2015,obsr138561
1/1/2015,obsr309029
1/1/2015,obsr538149
1/1/2015,obsr547151
1/1/2015,obsr528728
1/1/2015,obsr129291
1/1/2015,obsr235477
1/1/2015,obsr195212
1/1/2015,obsr272222
1/1/2015,obsr493586
1/1/2015,obsr334865
1/1/2015,obsr11654
1/1/2015,obsr335480
1/1/2015,obsr504094
1/1/2015,obsr508123
1/1/2015,obsr400897
1/1/2015,obsr551966
1/1/2015,obsr233047
1/1/2015,obsr134151
1/1/2015,obsr290359
1/1/2015,obsr88263
1/1/2015,obsr186409
1/1/2015,obsr298414
1/1/2015,obsr291198
1/1/2015,obsr606706
1/1/2015,obsr283413
1/1/2015,obsr50402
1/1/2015,obsr344286
1/1/2015,obsr220039
1/1/2015,obsr194390
1/1/2015,obsr445688
1/1/2015,obsr480708
1/1/2015,obsr43010
1/1/2015,obsr213707
1/1/2015,obsr193281
1/1/2015,obsr685551
1/1/2015,obsr142860
1/1/2015,obsr40526
1/1/2015,obsr18325
1/1/2015,obsr56891
1/1/2015,obsr129693
1/1/2015,obsr629830
1/1/2015,obsr211046
1/1/2015,obsr315818
1/1/2015,obsr118169
1/1/2015,obsr247322
1/1/2015,obsr302662
1/1/2015,obsr618178
1/1/2015,obsr106699
1/1/2015,obsr603638
1/1/2015,obsr208645
1/1/2015,obsr330251
1/1/2015,obsr329422
1/1/2015,obsr643595
1/1/2015,obsr615187
1/1/2015,obsr391435
1/1/2015,obsr88599
1/1/2015,obsr352640
1/1/2015,obsr586557
1/1/2015,obsr219412
1/1/2015,obsr525701
1/1/2015,obsr278867
1/1/2015,obsr607535
1/1/2015,obsr256383
1/1/2015,obsr14540
1/1/2015,obsr604884
1/1/2015,obsr968237
1/1/2015,obsr652601
1/1/2015,obsr621029
1/1/2015,obsr491198
1/1/2015,obsr593209
1/1/2015,obsr184865
1/1/2015,obsr332919
1/1/2015,obsr361172
1/1/2015,obsr240424
1/1/2015,obsr557729
1/1/2015,obsr26549
1/1/2015,obsr415609
1/1/2015,obsr332870
1/1/2015,obsr510102
1/1/2015,obsr292546
1/1/2015,obsr612093
1/1/2015,obsr462406
1/1/2015,obsr571487
1/1/2015,obsr629518
1/1/2015,obsr8227
1/1/2015,obsr297728
1/1/2015,obsr235085
1/1/2015,obsr609961
1/1/2015,obsr229873
1/1/2015,obsr145339
1/1/2015,obsr19515
1/1/2015,obsr339480
1/1/2015,obsr356576
1/1/2015,obsr447256
1/1/2015,obsr291336
1/1/2015,obsr647453
1/1/2015,obsr87965
1/1/2015,obsr541351
1/1/2015,obsr627136
1/1/2015,obsr654087
1/1/2015,obsr291534
1/1/2015,obsr611715
1/1/2015,obsr252606
1/1/2015,obsr653684
1/1/2015,obsr355438
1/1/2015,obsr278176
1/1/2015,obsr346667
1/1/2015,obsr329712
1/1/2015,obsr588322
1/1/2015,obsr220034
1/1/2015,obsr559926
1/1/2015,obsr530184
1/1/2015,obsr58165
1/1/2015,obsr165193
1/1/2015,obsr224376
1/1/2015,obsr399435
1/1/2015,obsr101852
1/1/2015,obsr40319
1/1/2015,obsr297882
1/1/2015,obsr483264
1/1/2015,obsr155017
1/1/2015,obsr344702
1/1/2015,obsr358021
1/1/2015,obsr624313
1/1/2015,obsr49583
1/1/2015,obsr247985
1/1/2015,obsr131182
1/1/2015,obsr295364
1/1/2015,obsr604671
1/1/2015,obsr230421
1/1/2015,obsr892703
1/1/2015,obsr162861
1/1/2015,obsr306530
1/1/2015,obsr232112
1/1/2015,obsr603776
1/1/2015,obsr290835
1/1/2015,obsr369065
1/1/2015,obsr604792
1/1/2015,obsr587026
1/1/2015,obsr357911
1/1/2015,obsr297329
1/1/2015,obsr556533
1/1/2015,obsr625166
1/1/2015,obsr154120
1/1/2015,obsr620162
1/1/2015,obsr334475
1/1/2015,obsr670405
1/1/2015,obsr559103
1/1/2015,obsr299795
1/1/2015,obsr388755
1/1/2015,obsr372452
1/1/2015,obsr299522
1/1/2015,obsr40778
1/1/2015,obsr200118
1/1/2015,obsr91229
1/1/2015,obsr654900
1/1/2015,obsr390383
1/1/2015,obsr216639
1/1/2015,obsr604988
1/1/2015,obsr407379
1/1/2015,obsr899073
1/1/2015,obsr626143
1/1/2015,obsr187637
1/1/2015,obsr88637
1/1/2015,obsr901172
1/1/2015,obsr524412
1/1/2015,obsr579640
1/1/2015,obsr292612
1/1/2015,obsr147419
1/1/2015,obsr178480
1/1/2015,obsr625294
1/1/2015,obsr455773
1/1/2015,obsr557959
1/1/2015,obsr556808
1/1/2015,obsr339907
1/1/2015,obsr136773
1/1/2015,obsr427948
1/1/2015,obsr349984
1/1/2015,obsr573043
1/1/2015,obsr53511
1/1/2015,obsr457673
1/1/2015,obsr514677
1/1/2015,obsr594363
1/1/2015,obsr355546
1/1/2015,obsr200944
1/1/2015,obsr622762
1/1/2015,obsr656454
1/1/2015,obsr550755
1/1/2015,obsr526873
1/1/2015,obsr227410
1/1/2015,obsr650478
1/1/2015,obsr226882
1/1/2015,obsr93281
1/1/2015,obsr27997
1/1/2015,obsr282774
1/1/2015,obsr1428186
1/1/2015,obsr153517
1/1/2015,obsr441430
1/1/2015,obsr649385
1/1/2015,obsr212276
1/1/2015,obsr393599
1/1/2015,obsr165817
1/1/2015,obsr373551
1/1/2015,obsr236093
1/1/2015,obsr448522
1/1/2015,obsr273094
1/1/2015,obsr551257
1/1/2015,obsr647967
1/1/2015,obsr94826
1/1/2015,obsr578518
1/1/2015,obsr2808
1/1/2015,obsr41746
1/1/2015,obsr336788
1/1/2015,obsr621425
1/1/2015,obsr165151
1/1/2015,obsr354284
1/1/2015,obsr339001
1/1/2015,obsr422245
1/1/2015,obsr231478
1/1/2015,obsr196530
1/1/2015,obsr140260
1/1/2015,obsr96831
1/1/2015,obsr357861
1/1/2015,obsr547624
1/1/2015,obsr324939
1/1/2015,obsr509766
1/1/2015,obsr671777
1/1/2015,obsr46815
1/1/2015,obsr212071
1/1/2015,obsr39905
1/1/2015,obsr632105
1/1/2015,obsr182063
1/1/2015,obsr518643
1/1/2015,obsr525305
1/1/2015,obsr607372
1/1/2015,obsr586585
1/1/2015,obsr548479
1/1/2015,obsr559530
1/1/2015,obsr309351
1/1/2015,obsr129392
1/1/2015,obsr179574
1/1/2015,obsr219539
1/1/2015,obsr615982
1/1/2015,obsr379324
1/1/2015,obsr928012
1/1/2015,obsr339647
1/1/2015,obsr419190
1/1/2015,obsr450977
1/1/2015,obsr352514
1/1/2015,obsr633294
1/1/2015,obsr531064
1/1/2015,obsr234294
1/1/2015,obsr6520
1/1/2015,obsr16990
1/1/2015,obsr29149
1/1/2015,obsr337949
1/1/2015,obsr366400
1/1/2015,obsr597508
1/1/2015,obsr324455
1/1/2015,obsr182500
1/1/2015,obsr1502048
1/1/2015,obsr458539
1/1/2015,obsr598540
1/1/2015,obsr607371
1/1/2015,obsr505442
1/1/2015,obsr642397
1/1/2015,obsr337047
1/1/2015,obsr183460
1/1/2015,obsr562417
1/1/2015,obsr559719
1/1/2015,obsr496043
1/1/2015,obsr627978
1/1/2015,obsr244996
1/1/2015,obsr503692
1/1/2015,obsr446127
1/1/2015,obsr538231
1/1/2015,obsr113397
1/1/2015,obsr617542
1/1/2015,obsr344464
1/1/2015,obsr421954
1/1/2015,obsr354400
1/1/2015,obsr165884
1/1/2015,obsr313343
1/1/2015,obsr533519
1/1/2015,obsr544532
1/1/2015,obsr105984
1/1/2015,obsr387699
1/1/2015,obsr532202
1/1/2015,obsr592536
1/1/2015,obsr170726
1/1/2015,obsr437753
1/1/2015,obsr56211
1/1/2015,obsr554900
1/1/2015,obsr26970
1/1/2015,obsr562627
1/1/2015,obsr140240
1/1/2015,obsr642363
1/1/2015,obsr55276
1/1/2015,obsr204025
1/1/2015,obsr302953
1/1/2015,obsr233289
1/1/2015,obsr49298
1/1/2015,obsr524422
1/1/2015,obsr295246
1/1/2015,obsr304251
1/1/2015,obsr228485
1/1/2015,obsr354566
1/1/2015,obsr30058
1/1/2015,obsr382535
1/1/2015,obsr406560
1/1/2015,obsr408861
1/1/2015,obsr394893
1/1/2015,obsr355339
1/1/2015,obsr551710
1/1/2015,obsr652248
1/1/2015,obsr599454
1/1/2015,obsr639652
1/1/2015,obsr544677
1/1/2015,obsr1662592
1/1/2015,obsr510227
1/1/2015,obsr668974
1/1/2015,obsr384627
1/1/2015,obsr205263
1/1/2015,obsr334516
1/1/2015,obsr351262
1/1/2015,obsr166861
1/1/2015,obsr560641
1/1/2015,obsr421749
1/1/2015,obsr612509
1/1/2015,obsr171065
1/1/2015,obsr54836
1/1/2015,obsr221613
1/1/2015,obsr614036
1/1/2015,obsr280120
1/1/2015,obsr298274
1/1/2015,obsr238458
1/1/2015,obsr400344
1/1/2015,obsr178683
1/1/2015,obsr630834
1/1/2015,obsr529127
1/1/2015,obsr374184
1/1/2015,obsr666005
1/1/2015,obsr236803
1/1/2015,obsr554664
1/1/2015,obsr157492
1/1/2015,obsr387742
1/1/2015,obsr658215
1/1/2015,obsr184015
1/1/2015,obsr219185
1/1/2015,obsr131566
1/1/2015,obsr428698
1/1/2015,obsr377690
1/1/2015,obsr24815
1/1/2015,obsr569989
1/1/2015,obsr137841
1/1/2015,obsr303252
1/1/2015,obsr936861
1/1/2015,obsr20635
1/1/2015,obsr204089
1/1/2015,obsr280686
1/1/2015,obsr657077
1/1/2015,obsr195514
1/1/2015,obsr470437
1/1/2015,obsr215093
1/1/2015,obsr8860
1/1/2015,obsr559557
1/1/2015,obsr32082
1/1/2015,obsr618360
1/1/2015,obsr282929
1/1/2015,obsr188775
1/1/2015,obsr156496
1/1/2015,obsr535481
1/1/2015,obsr582413
1/1/2015,obsr575205
1/1/2015,obsr196081
1/1/2015,obsr595057
1/1/2015,obsr565621
1/1/2015,obsr90474
1/1/2015,obsr234446
1/1/2015,obsr675615
1/1/2015,obsr115242
1/1/2015,obsr619332
1/1/2015,obsr452812
1/1/2015,obsr354766
1/1/2015,obsr7064
1/1/2015,obsr416192
1/1/2015,obsr499578
1/1/2015,obsr195140
1/1/2015,obsr356015
1/1/2015,obsr397396
1/1/2015,obsr397044
1/1/2015,obsr214650
1/1/2015,obsr564314
1/1/2015,obsr611210
1/1/2015,obsr164417
1/1/2015,obsr659743
1/1/2015,obsr471667
1/1/2015,obsr378908
1/1/2015,obsr149687
1/1/2015,obsr344912
1/1/2015,obsr600078
1/1/2015,obsr30305
1/1/2015,obsr539832
1/1/2015,obsr285337
1/1/2015,obsr561646
1/1/2015,obsr539373
1/1/2015,obsr448195
1/1/2015,obsr457034
1/1/2015,obsr611642
1/1/2015,obsr349482
1/1/2015,obsr684382
1/1/2015,obsr217098
1/1/2015,obsr571273
1/1/2015,obsr576545
1/1/2015,obsr555179
1/1/2015,obsr51241
1/1/2015,obsr305081
1/1/2015,obsr594693
1/1/2015,obsr135936
1/1/2015,obsr535142
1/1/2015,obsr5879
1/1/2015,obsr561764
1/1/2015,obsr143007
1/1/2015,obsr99757
1/1/2015,obsr544957
1/1/2015,obsr570347
1/1/2015,obsr119075
1/1/2015,obsr673758
1/1/2015,obsr307175
1/1/2015,obsr202120
1/1/2015,obsr643325
1/1/2015,obsr299284
1/1/2015,obsr588318
1/1/2015,obsr39601
1/1/2015,obsr609866
1/1/2015,obsr593236
1/1/2015,obsr594276
1/1/2015,obsr194605
1/1/2015,obsr569921
1/1/2015,obsr35574
1/1/2015,obsr491949
1/1/2015,obsr92539
1/1/2015,obsr581192
1/1/2015,obsr313833
1/1/2015,obsr305707
1/1/2015,obsr179086
1/1/2015,obsr245406
1/1/2015,obsr410653
1/1/2015,obsr97293
1/1/2015,obsr513811
1/1/2015,obsr105078
1/1/2015,obsr617947
1/1/2015,obsr487856
1/1/2015,obsr58265
1/1/2015,obsr189268
1/1/2015,obsr607191
1/1/2015,obsr181556
1/1/2015,obsr645368
1/1/2015,obsr20834
1/1/2015,obsr333260
1/1/2015,obsr318620
1/1/2015,obsr615252
1/1/2015,obsr229335
1/1/2015,obsr626030
1/1/2015,obsr567348
1/1/2015,obsr185359
1/1/2015,obsr609975
1/1/2015,obsr452731
1/1/2015,obsr148951
1/1/2015,obsr459989
1/1/2015,obsr634043
1/1/2015,obsr158944
1/1/2015,obsr181971
1/1/2015,obsr452915
1/1/2015,obsr452620
1/1/2015,obsr175811
1/1/2015,obsr570596
1/1/2015,obsr566451
1/1/2015,obsr627926
1/1/2015,obsr55778
1/1/2015,obsr208478
1/1/2015,obsr381485
1/1/2015,obsr504182
1/1/2015,obsr429131
1/1/2015,obsr551717
1/1/2015,obsr715574
1/1/2015,obsr252995
1/1/2015,obsr167469
1/1/2015,obsr361626
1/1/2015,obsr529217
1/1/2015,obsr145202
1/1/2015,obsr631480
1/1/2015,obsr33031
1/1/2015,obsr350121
1/1/2015,obsr229149
1/1/2015,obsr553622
1/1/2015,obsr293468
1/1/2015,obsr563626
1/1/2015,obsr279550
1/1/2015,obsr564875
1/1/2015,obsr505226
1/1/2015,obsr49901
1/1/2015,obsr117934
1/1/2015,obsr559734
1/1/2015,obsr36690
1/1/2015,obsr632238
1/1/2015,obsr591332
1/1/2015,obsr590999
1/1/2015,obsr649515
1/1/2015,obsr316123
1/1/2015,obsr1966
1/1/2015,obsr39386
1/1/2015,obsr148333
1/1/2015,obsr86170
1/1/2015,obsr420253
1/1/2015,obsr639029
1/1/2015,obsr298922
1/1/2015,obsr175921
1/1/2015,obsr610104
1/1/2015,obsr507458
1/1/2015,obsr731211
1/1/2015,obsr292628
1/1/2015,obsr559785
1/1/2015,obsr93447
1/1/2015,obsr60422
1/1/2015,obsr598438
1/1/2015,obsr40176
1/1/2015,obsr576153
1/1/2015,obsr101529
1/1/2015,obsr614917
1/1/2015,obsr492279
1/1/2015,obsr507903
1/1/2015,obsr525689
1/1/2015,obsr22878
1/1/2015,obsr743091
1/1/2015,obsr454814
1/1/2015,obsr1014851
1/1/2015,obsr18764
1/1/2015,obsr286806
1/1/2015,obsr593262
1/1/2015,obsr348959
1/1/2015,obsr101592
1/1/2015,obsr561440
1/1/2015,obsr541547
1/1/2015,obsr169033
1/1/2015,obsr216934
1/1/2015,obsr501125
1/1/2015,obsr510964
1/1/2015,obsr638802
1/1/2015,obsr624140
1/1/2015,obsr174515
1/1/2015,obsr345656
1/1/2015,obsr42106
1/1/2015,obsr380600
1/1/2015,obsr281519
1/1/2015,obsr668759
1/1/2015,obsr619726
1/1/2015,obsr337680
1/1/2015,obsr378335
1/1/2015,obsr165740
1/1/2015,obsr603924
1/1/2015,obsr597997
1/1/2015,obsr533269
1/1/2015,obsr311176
1/1/2015,obsr318978
1/1/2015,obsr243498
1/1/2015,obsr528284
1/1/2015,obsr612470
1/1/2015,obsr38567
1/1/2015,obsr649656
1/1/2015,obsr1081973
1/1/2015,obsr159042
1/1/2015,obsr129698
1/1/2015,obsr707193
1/1/2015,obsr240723
1/1/2015,obsr639536
1/1/2015,obsr90861
1/1/2015,obsr342867
1/1/2015,obsr586897
1/1/2015,obsr566203
1/1/2015,obsr561488
1/1/2015,obsr768696
1/1/2015,obsr557374
1/1/2015,obsr323639
1/1/2015,obsr594278
1/1/2015,obsr199743
1/1/2015,obsr224885
1/1/2015,obsr528910
1/1/2015,obsr27494
1/1/2015,obsr155029
1/1/2015,obsr31363
1/1/2015,obsr282258
1/1/2015,obsr628748
1/1/2015,obsr18909
1/1/2015,obsr123073
1/1/2015,obsr143632
1/1/2015,obsr442120
1/1/2015,obsr223793
1/1/2015,obsr183556
1/1/2015,obsr397854
1/1/2015,obsr522564
1/1/2015,obsr352910
1/1/2015,obsr584405
1/1/2015,obsr465706
1/1/2015,obsr349891
1/1/2015,obsr587145
1/1/2015,obsr561694
1/1/2015,obsr501724
1/1/2015,obsr611900
1/1/2015,obsr508602
1/1/2015,obsr632510
1/1/2015,obsr124624
1/1/2015,obsr446274
1/1/2015,obsr599182
1/1/2015,obsr178941
1/1/2015,obsr289468
1/1/2015,obsr648640
1/1/2015,obsr640576
1/1/2015,obsr508802
1/1/2015,obsr611915
1/1/2015,obsr329176
1/1/2015,obsr452893
1/1/2015,obsr329299
1/1/2015,obsr284928
1/1/2015,obsr460914
1/1/2015,obsr348973
1/1/2015,obsr595877
1/1/2015,obsr581397
1/1/2015,obsr628639
1/1/2015,obsr720864
1/1/2015,obsr171769
1/1/2015,obsr38898
1/1/2015,obsr625285
1/1/2015,obsr491702
1/1/2015,obsr337474
1/1/2015,obsr238088
1/1/2015,obsr480738
1/1/2015,obsr167221
1/1/2015,obsr340603
1/1/2015,obsr350658
1/1/2015,obsr614200
1/1/2015,obsr205856
1/1/2015,obsr291652
1/1/2015,obsr393646
1/1/2015,obsr631287
1/1/2015,obsr443541
1/1/2015,obsr447626
1/1/2015,obsr592248
1/1/2015,obsr575294
1/1/2015,obsr94508
1/1/2015,obsr398287
1/1/2015,obsr628319
1/1/2015,obsr183009
1/1/2015,obsr396085
1/1/2015,obsr226121
1/1/2015,obsr648044
1/1/2015,obsr295222
1/1/2015,obsr422701
1/1/2015,obsr110825
1/1/2015,obsr167422
1/1/2015,obsr403908
1/1/2015,obsr444577
1/1/2015,obsr292335
1/1/2015,obsr328334
1/1/2015,obsr372851
1/1/2015,obsr243863
1/1/2015,obsr120016
